CustomerID,Gender,Age,Annual Income ($),Profession,Work Experience,Family Size,Spending Score (1-100)
1952,Male,1,57522,Artist,10,5,75
1953,Female,58,149237,Entertainment,8,6,80
1954,Female,42,184844,Entertainment,6,1,24
1955,Female,48,131656,Lawyer,9,6,45
1956,Female,11,181026,Marketing,6,2,39
1957,Male,59,101698,Artist,9,3,87
1958,Female,45,152560,Entertainment,9,2,32
1959,Male,73,142502,Doctor,5,1,97
1960,Female,85,155432,Engineer,4,6,21
1961,Female,70,108544,Entertainment,4,5,49
1962,Female,52,106530,Engineer,7,2,46
1963,Male,70,124359,Homemaker,7,7,51
1964,Female,88,146970,Artist,7,6,90
1965,Male,61,182176,Artist,9,5,96
1966,Female,46,114435,Artist,8,3,34
1967,Male,65,134213,Homemaker,8,4,32
1968,Female,84,115580,Entertainment,8,5,73
1969,Female,76,124034,Executive,10,2,88
1970,Male,31,67894,Doctor,9,1,42
1971,Male,55,107099,Executive,4,6,89
1972,Male,45,140263,Entertainment,10,5,88
1973,Male,98,104249,Engineer,5,2,12
1974,Male,40,168821,Executive,4,5,36
1975,Female,14,153145,Healthcare,8,6,59
1976,Female,41,128960,Executive,9,4,43
1977,Male,60,127438,Engineer,7,2,82
1978,Male,60,125968,Lawyer,8,2,100
1979,Male,84,104589,Artist,10,2,85
1980,Male,0,165321,Doctor,8,1,93
1981,Female,10,86925,Artist,7,2,76
1982,Female,62,149797,Artist,5,6,19
1983,Male,33,137094,Lawyer,4,1,68
1984,Female,52,55395,Marketing,10,1,41
1985,Female,2,153622,Lawyer,6,6,51
1986,Male,27,74050,Entertainment,8,1,44
1987,Female,4,68094,Doctor,4,7,61
1988,Male,63,59244,Artist,7,1,80
1989,Female,54,118944,Artist,4,4,77
1990,Female,47,75293,Doctor,6,7,55
1991,Female,30,166983,Artist,7,3,69
1992,Female,97,129444,Entertainment,5,6,96
1993,Male,94,181183,Marketing,9,3,24
1994,Female,64,175254,Artist,9,5,100
1995,Female,19,54121,Engineer,6,3,89
1996,Female,71,184387,Artist,8,7,40
1997,Female,91,73158,Doctor,7,7,32
1998,Male,87,90961,Healthcare,9,2,14
1999,Male,77,182109,Executive,7,2,4
2000,Male,90,110610,Entertainment,5,2,52
